"file"	"channel"	"row"	"col"	"time"	"well"	"plate"	"magnification"	"instrument"	"cell.Type.1"	"cell.Count.1"	"cell.Condition.1"	"cell.Type.2"	"cell.Count.2"
"210721 - TFlib reseed movie_C4_1_00d00h00m.tif"	"phase"	"C"	4	"00d00h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h00m.tif"	"red"	"C"	4	"00d00h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h04m.tif"	"red"	"C"	4	"00d00h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h04m.tif"	"phase"	"C"	4	"00d00h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h08m.tif"	"red"	"C"	4	"00d00h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h08m.tif"	"phase"	"C"	4	"00d00h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h12m.tif"	"phase"	"C"	4	"00d00h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h12m.tif"	"red"	"C"	4	"00d00h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h16m.tif"	"red"	"C"	4	"00d00h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h16m.tif"	"phase"	"C"	4	"00d00h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h20m.tif"	"red"	"C"	4	"00d00h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h20m.tif"	"phase"	"C"	4	"00d00h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h24m.tif"	"phase"	"C"	4	"00d00h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h24m.tif"	"red"	"C"	4	"00d00h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h28m.tif"	"phase"	"C"	4	"00d00h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h28m.tif"	"red"	"C"	4	"00d00h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h32m.tif"	"phase"	"C"	4	"00d00h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h32m.tif"	"red"	"C"	4	"00d00h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h36m.tif"	"phase"	"C"	4	"00d00h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h36m.tif"	"red"	"C"	4	"00d00h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h40m.tif"	"red"	"C"	4	"00d00h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h40m.tif"	"phase"	"C"	4	"00d00h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h44m.tif"	"phase"	"C"	4	"00d00h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h44m.tif"	"red"	"C"	4	"00d00h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h48m.tif"	"phase"	"C"	4	"00d00h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h48m.tif"	"red"	"C"	4	"00d00h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h52m.tif"	"red"	"C"	4	"00d00h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h52m.tif"	"phase"	"C"	4	"00d00h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h56m.tif"	"red"	"C"	4	"00d00h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d00h56m.tif"	"phase"	"C"	4	"00d00h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h00m.tif"	"phase"	"C"	4	"00d01h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h00m.tif"	"red"	"C"	4	"00d01h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h04m.tif"	"phase"	"C"	4	"00d01h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h04m.tif"	"red"	"C"	4	"00d01h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h08m.tif"	"phase"	"C"	4	"00d01h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h08m.tif"	"red"	"C"	4	"00d01h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h12m.tif"	"red"	"C"	4	"00d01h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h12m.tif"	"phase"	"C"	4	"00d01h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h16m.tif"	"phase"	"C"	4	"00d01h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h16m.tif"	"red"	"C"	4	"00d01h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h20m.tif"	"phase"	"C"	4	"00d01h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h20m.tif"	"red"	"C"	4	"00d01h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h24m.tif"	"phase"	"C"	4	"00d01h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h24m.tif"	"red"	"C"	4	"00d01h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h28m.tif"	"red"	"C"	4	"00d01h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h28m.tif"	"phase"	"C"	4	"00d01h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h32m.tif"	"phase"	"C"	4	"00d01h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h32m.tif"	"red"	"C"	4	"00d01h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h36m.tif"	"phase"	"C"	4	"00d01h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h36m.tif"	"red"	"C"	4	"00d01h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h40m.tif"	"red"	"C"	4	"00d01h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h40m.tif"	"phase"	"C"	4	"00d01h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h44m.tif"	"phase"	"C"	4	"00d01h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h44m.tif"	"red"	"C"	4	"00d01h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h48m.tif"	"phase"	"C"	4	"00d01h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h48m.tif"	"red"	"C"	4	"00d01h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h52m.tif"	"phase"	"C"	4	"00d01h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h52m.tif"	"red"	"C"	4	"00d01h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h56m.tif"	"phase"	"C"	4	"00d01h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d01h56m.tif"	"red"	"C"	4	"00d01h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h00m.tif"	"red"	"C"	4	"00d02h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h00m.tif"	"phase"	"C"	4	"00d02h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h04m.tif"	"red"	"C"	4	"00d02h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h04m.tif"	"phase"	"C"	4	"00d02h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h08m.tif"	"phase"	"C"	4	"00d02h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h08m.tif"	"red"	"C"	4	"00d02h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h12m.tif"	"red"	"C"	4	"00d02h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h12m.tif"	"phase"	"C"	4	"00d02h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h16m.tif"	"red"	"C"	4	"00d02h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h16m.tif"	"phase"	"C"	4	"00d02h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h20m.tif"	"phase"	"C"	4	"00d02h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h20m.tif"	"red"	"C"	4	"00d02h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h24m.tif"	"red"	"C"	4	"00d02h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h24m.tif"	"phase"	"C"	4	"00d02h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h28m.tif"	"phase"	"C"	4	"00d02h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h28m.tif"	"red"	"C"	4	"00d02h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h32m.tif"	"phase"	"C"	4	"00d02h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h32m.tif"	"red"	"C"	4	"00d02h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h36m.tif"	"phase"	"C"	4	"00d02h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h36m.tif"	"red"	"C"	4	"00d02h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h40m.tif"	"phase"	"C"	4	"00d02h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h40m.tif"	"red"	"C"	4	"00d02h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h44m.tif"	"red"	"C"	4	"00d02h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h44m.tif"	"phase"	"C"	4	"00d02h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h48m.tif"	"phase"	"C"	4	"00d02h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h48m.tif"	"red"	"C"	4	"00d02h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h52m.tif"	"phase"	"C"	4	"00d02h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h52m.tif"	"red"	"C"	4	"00d02h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h56m.tif"	"phase"	"C"	4	"00d02h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d02h56m.tif"	"red"	"C"	4	"00d02h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h00m.tif"	"phase"	"C"	4	"00d03h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h00m.tif"	"red"	"C"	4	"00d03h00m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h04m.tif"	"red"	"C"	4	"00d03h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h04m.tif"	"phase"	"C"	4	"00d03h04m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h08m.tif"	"red"	"C"	4	"00d03h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h08m.tif"	"phase"	"C"	4	"00d03h08m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h12m.tif"	"phase"	"C"	4	"00d03h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h12m.tif"	"red"	"C"	4	"00d03h12m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h16m.tif"	"phase"	"C"	4	"00d03h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h16m.tif"	"red"	"C"	4	"00d03h16m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h20m.tif"	"red"	"C"	4	"00d03h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h20m.tif"	"phase"	"C"	4	"00d03h20m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h24m.tif"	"phase"	"C"	4	"00d03h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h24m.tif"	"red"	"C"	4	"00d03h24m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h28m.tif"	"red"	"C"	4	"00d03h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h28m.tif"	"phase"	"C"	4	"00d03h28m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h32m.tif"	"red"	"C"	4	"00d03h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h32m.tif"	"phase"	"C"	4	"00d03h32m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h36m.tif"	"red"	"C"	4	"00d03h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h36m.tif"	"phase"	"C"	4	"00d03h36m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h40m.tif"	"phase"	"C"	4	"00d03h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h40m.tif"	"red"	"C"	4	"00d03h40m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h44m.tif"	"red"	"C"	4	"00d03h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h44m.tif"	"phase"	"C"	4	"00d03h44m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h48m.tif"	"red"	"C"	4	"00d03h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h48m.tif"	"phase"	"C"	4	"00d03h48m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h52m.tif"	"phase"	"C"	4	"00d03h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h52m.tif"	"red"	"C"	4	"00d03h52m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
"210721 - TFlib reseed movie_C4_1_00d03h56m.tif"	"phase"	"C"	4	"00d03h56m"	"C4"	"96 well"	"4X"	"Incucyte"	"Bulk T Cell, Donor 2"	1500	"RASA2 KO - reseed"	"A375"	1500
